productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-0100-2637,0100-2637,Agilent,"Nut and ferrule, stainless steel, 1/8 inch, for sample loop for switching valve",,{},none,
AGIL-821725-953,821725-953,Agilent,"InfinityLab Poroshell 120 CS-C18, 2.1 mm, 2.7 µm, UHPLC guard, 3/pk","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 821725-953 InfinityLab Poroshell 120 Part Number:821725-953 InfinityLab Poroshell 120 CS-C18, 2.","{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""Yes"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""5 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""CS-C18"", ""Pore Size"": ""100 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile"", ""USP Designation"": ""L1"", ""pH Range"": ""1-11""}",high,
AGIL-821725-955,821725-955,Agilent,"InfinityLab Poroshell 120 Aq-C18 2.1 mm 2.7 µm, UHPLC Guard, 3/pk",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 821725-955 InfinityLab Poroshell 120 Part Number:821725-955 InfinityLab Poroshell 120 Aq-C18 2.,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""Yes"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""5 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-823750-925,823750-925,Agilent,"InfinityLab Poroshell 120 Bonus-RP 3.0 mm, 2.7 µm, UHPLC guard, 3/pk","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 823750-925 InfinityLab Poroshell 120 Part Number:823750-925 InfinityLab Poroshell 120 Bonus-RP, 3.","{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""Yes"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""5 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""USP Designation"": ""L60"", ""pH Range"": ""2-9""}",high,
AGIL-823750-949,823750-949,Agilent,"InfinityLab Poroshell 120 CS-C18, 3.0 mm, 2.7 µm, UHPLC guard, 3/pk","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 823750-949 InfinityLab Poroshell 120 Part Number:823750-949 InfinityLab Poroshell 120 CS-C18, 3.","{""Brand"": ""InfinityLab Poroshell 120"", ""Guard Column"": ""Yes"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""5 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""CS-C18"", ""Pore Size"": ""100 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile"", ""USP Designation"": ""L1"", ""pH Range"": ""1-11""}",high,
AGIL-823750-953,823750-953,Agilent,"InfinityLab Poroshell 120 Aq-C18 3.0 mm 2.7 µm, UHPLC guard, 3/pk",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 823750-953 InfinityLab Poroshell 120 Part Number:823750-953 InfinityLab Poroshell 120 Aq-C18 3.,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""Yes"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""5 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-827700-914,827700-914,Agilent,"ZORBAX Eclipse Plus C18 HPLC Column, 2.1 mm x 50 mm, 5 µm, 1200 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 827700-914 Narrow Bore Part Number:827700-914 ZORBAX RRHT StableBond Aq Column, 2.","{""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""UHPLC"", ""Length"": ""50 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""1.8 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
AGIL-846975-914,846975-914,Agilent,"ZORBAX Eclipse Plus C8 HPLC Column, 2.1 mm x 100 mm, 5 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 846975-914 ZORBAX Part Number:846975-914 ZORBAX StableBond Aq Column, 4.","{""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""50 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
AGIL-861954-314,861954-314,Agilent,"ZORBAX Eclipse Plus Phenyl-Hexyl HPLC Column, 3.0 mm x 250 mm, 1.8 µm, 600 bar",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 861954-314 ZORBAX Rapid Resolution 3.,"{""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
AGIL-863668-901,863668-901,Agilent,"ZORBAX Eclipse Plus Phenyl-Hexyl HPLC Column, 2.1 mm x 100 mm, 1.8 µm, 400 bar",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 863668-901 ZORBAX Rapid Resolution 3.,"{""Brand"": ""ZORBAX"", ""Carbon Load"": ""9.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""40 °C at pH 8-960 °C at pH 2-8"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L60"", ""pH Range"": ""2-9""}",high,
AGIL-863953-914,863953-914,Agilent,"ZORBAX Eclipse Plus C18 HPLC Column, 2.1 mm x 150 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 863953-914 ZORBAX Part Number:863953-914 ZORBAX RR StableBond Aq Column, 4.","{""Agency Method"": ""EPA 605"", ""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
AGIL-865750-907,865750-907,Agilent,"ZORBAX Eclipse Plus C18 HPLC Column, 4.6 mm x 100 mm, 3.5 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 865750-907 AdvanceBio Surfactant HPLC Columns Part Number:865750-907 AdvanceBio Surfactant Profiling HPLC columns, 2.","{""Brand"": ""AdvanceBio Surfactant Profiling"", ""Guard Column"": ""No"", ""Hardware"": ""SS"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""Stainless Steel"", ""Length"": ""50 mm"", ""Maximum Temperature"": ""80 °C"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""Storage Temp Conditions"": ""Store at room temperature"", ""Technique"": ""LC & LC/MS"", ""USP Designation"": ""41115709"", ""pH Range"": ""1-8""}",high,
AGIL-87101217,8710-1217,Agilent,"Nut driver, 7 mm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 8710-1217 Tools for HPLC Part Number:8710-1217 Nut driver, 7 mm.","{""UNSPSC Code"": ""41115700""}",high,
AGIL-87101561,8710-1561,Agilent,"Nut driver, 1/4 in, drilled shaft, for FID jets","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 8710-1561 Flame Ionization Detector (FID) Part Number:8710-1561 Nut driver, 1/4 in, drilled shaft, for FID jets.","{""UNSPSC Code"": ""41115700""}",high,
AGIL-87101930,8710-1930,Agilent,HPLC Tubing,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 8710-1930 Tube Cutters and Replacement Blades Part Number:8710-1930 Tubing cutter, for plastic/PEEK tubing.","{""Instrument Compatibility"": ""5100511058005900700 series7500770078007850790088008900All Agilent ICP-MS systemsPE Avio seriesPE Optima seriesPerkinElmer ElanPerkinElmer Nexion"", ""Product Sub Model"": ""For plastic/PEEK"", ""UNSPSC Code"": ""41115700""}",high,
AGIL-87101931,8710-1931,Agilent,HPLC Tubing Pack 5pcs,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 8710-1931 Tube Cutters and Replacement Blades Part Number:8710-1931 Tubing cutter blades, for cutting plastic/PEEK tubing Add to Favorites Subscribe to this item in cart or checkout More lab efficiency with your auto delivery schedule, modify and cancel it at any time.","{""UNSPSC Code"": ""41115700""}",high,
AGIL-880668-301,880668-301,Agilent,"ZORBAX StableBond Aq HPLC Column, 3.0 mm x 150 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880668-301 Solvent Saver Part Number:880668-301 ZORBAX Bonus-RP, 3.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""9.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 8-960 °C at pH 2-8"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L60"", ""pH Range"": ""2-9""}",high,
AGIL-880952-703,880952-703,Agilent,"ZORBAX StableBond Aq HPLC Column, 4.6 mm x 250 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880952-703 ZORBAX Ion Exchange Columns Part Number:880952-703 ZORBAX 70Å SAX, 4.","{""Brand"": ""ZORBAX"", ""Hardware"": ""SS"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""Stainless Steel"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""80 °C"", ""Part Number Application Domain"": ""Biopharma"", ""Part Number Application"": ""PeptidesProteins"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SAX"", ""Pore Size"": ""70 Å"", ""Pressure Rating"": ""350 bar"", ""Separation Mode"": ""Ion Exchange (IEX)"", ""Shipping Solvent"": ""Phosphate Buffer"", ""Technique"": ""LC"", ""UNSPSC Code"": ""41115711"", ""pH Range"": ""2-7""}",high,
AGIL-880952-704,880952-704,Agilent,"ZORBAX StableBond C8 HPLC Column, 3.0 mm x 150 mm, 3.5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880952-704 ZORBAX Ion Exchange Columns Part Number:880952-704 Agilent ZORBAX 300Å SCX, 4.","{""Brand"": ""ZORBAX"", ""Hardware"": ""SS"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""Stainless Steel"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""80 °C"", ""Part Number Application Domain"": ""Biopharma"", ""Part Number Application"": ""PeptidesProteins"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SCX"", ""Pore Size"": ""300 Å"", ""Pressure Rating"": ""350 bar"", ""Separation Mode"": ""Ion Exchange (IEX)"", ""Shipping Solvent"": ""Phosphate Buffer"", ""Technique"": ""LC"", ""UNSPSC Code"": ""41115711"", ""pH Range"": ""2-7""}",high,
AGIL-880952-705,880952-705,Agilent,"ZORBAX StableBond C8 HPLC Column, 4.6 mm x 150 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880952-705 ZORBAX Part Number:880952-705 ZORBAX Original CN Column, 4.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""7 %"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Original CN"", ""Pore Size"": ""70 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Normal PhaseReversed Phase"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-7""}",high,
AGIL-880952-706,880952-706,Agilent,"ZORBAX StableBond Aq HPLC Column, 3.0 mm x 250 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880952-706 ZORBAX Part Number:880952-706 ZORBAX Original C8 Column, 4.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""12 %"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Original C8"", ""Pore Size"": ""70 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-8""}",high,
AGIL-880967-901,880967-901,Agilent,"ZORBAX StableBond C8 HPLC Column, 3.0 mm x 150 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880967-901 ZORBAX Rx Part Number:880967-901 ZORBAX Rx-C8 HPLC Column, 4.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""5.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Rx-C8"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""1-8""}",high,
AGIL-880975-902,880975-902,Agilent,"ZORBAX StableBond C8 HPLC Column, 4.6 mm x 50 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880975-902 ZORBAX Part Number:880975-902 ZORBAX StableBond C18 Column, 4.","{""Agency Method"": ""EPA 555"", ""Brand"": ""ZORBAX"", ""Carbon Load"": ""10 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115709"", ""USP Designation"": ""L1"", ""pH Range"": ""0.8-8""}",high,
AGIL-880975-914,880975-914,Agilent,"ZORBAX StableBond C18 HPLC Column, 3.0 mm x 150 mm, 3.5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 880975-914 ZORBAX Part Number:880975-914 ZORBAX StableBond Aq HPLC Column, 4.","{""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
AGIL-883725-901,883725-901,Agilent,"ZORBAX StableBond C18 HPLC Column, 4.6 mm x 50 mm, 3.5 µm, 400 bar",,{},none,
AGIL-883975-314,883975-314,Agilent,"ZORBAX StableBond C8 HPLC Column, 4.6 mm x 150 mm, 5 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 883975-314 Solvent Saver Part Number:883975-314 ZORBAX StableBond Aq Column, 3.","{""Brand"": ""ZORBAX"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-Aq"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Methanol/Water"", ""UNSPSC Code"": ""41115711"", ""USP Designation"": ""L96"", ""pH Range"": ""1-8""}",high,
