brand,productId,partNumber,name,series,phaseType,particleSize,columnLength,innerDiameter,poreSize,productType,application,status,price,sorbentMass,cartridgeVolume,membraneType,diameter,material,volume,consumableType,mode,filmThickness,polarity,separationType
ACE,AACE-00005,ACE-ACEC18-3-150-21,"ACE C18, 3 µm, 2.1 x 150 mm",ACE C18,C18,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00006,ACE-ACEC18-3-150-46,"ACE C18, 3 µm, 4.6 x 150 mm",ACE C18,C18,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00007,ACE-ACEC18-3-250-46,"ACE C18, 3 µm, 4.6 x 250 mm",ACE C18,C18,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00008,ACE-ACEC18-5-50-21,"ACE C18, 5 µm, 2.1 x 50 mm",ACE C18,C18,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00009,ACE-ACEC18-5-50-46,"ACE C18, 5 µm, 4.6 x 50 mm",ACE C18,C18,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00010,ACE-ACEC18-5-100-21,"ACE C18, 5 µm, 2.1 x 100 mm",ACE C18,C18,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00011,ACE-ACEC18-5-100-46,"ACE C18, 5 µm, 4.6 x 100 mm",ACE C18,C18,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00012,ACE-ACEC18-5-150-21,"ACE C18, 5 µm, 2.1 x 150 mm",ACE C18,C18,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00013,ACE-ACEC18-5-150-46,"ACE C18, 5 µm, 4.6 x 150 mm",ACE C18,C18,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00014,ACE-ACEC18-5-250-46,"ACE C18, 5 µm, 4.6 x 250 mm",ACE C18,C18,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00015,ACE-ACEC18PFP-3-50-21,"ACE C18-PFP, 3 µm, 2.1 x 50 mm",ACE C18-PFP,C18-PFP,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00016,ACE-ACEC18PFP-3-50-46,"ACE C18-PFP, 3 µm, 4.6 x 50 mm",ACE C18-PFP,C18-PFP,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00017,ACE-ACEC18PFP-3-100-21,"ACE C18-PFP, 3 µm, 2.1 x 100 mm",ACE C18-PFP,C18-PFP,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00018,ACE-ACEC18PFP-3-100-46,"ACE C18-PFP, 3 µm, 4.6 x 100 mm",ACE C18-PFP,C18-PFP,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00019,ACE-ACEC18PFP-3-150-21,"ACE C18-PFP, 3 µm, 2.1 x 150 mm",ACE C18-PFP,C18-PFP,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00020,ACE-ACEC18PFP-3-150-46,"ACE C18-PFP, 3 µm, 4.6 x 150 mm",ACE C18-PFP,C18-PFP,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00021,ACE-ACEC18PFP-3-250-46,"ACE C18-PFP, 3 µm, 4.6 x 250 mm",ACE C18-PFP,C18-PFP,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00022,ACE-ACEC18PFP-5-50-21,"ACE C18-PFP, 5 µm, 2.1 x 50 mm",ACE C18-PFP,C18-PFP,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00023,ACE-ACEC18PFP-5-50-46,"ACE C18-PFP, 5 µm, 4.6 x 50 mm",ACE C18-PFP,C18-PFP,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00024,ACE-ACEC18PFP-5-100-21,"ACE C18-PFP, 5 µm, 2.1 x 100 mm",ACE C18-PFP,C18-PFP,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00025,ACE-ACEC18PFP-5-100-46,"ACE C18-PFP, 5 µm, 4.6 x 100 mm",ACE C18-PFP,C18-PFP,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00026,ACE-ACEC18PFP-5-150-21,"ACE C18-PFP, 5 µm, 2.1 x 150 mm",ACE C18-PFP,C18-PFP,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00027,ACE-ACEC18PFP-5-150-46,"ACE C18-PFP, 5 µm, 4.6 x 150 mm",ACE C18-PFP,C18-PFP,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00028,ACE-ACEC18PFP-5-250-46,"ACE C18-PFP, 5 µm, 4.6 x 250 mm",ACE C18-PFP,C18-PFP,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00029,ACE-ACEC8-3-50-21,"ACE C8, 3 µm, 2.1 x 50 mm",ACE C8,C8,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00030,ACE-ACEC8-3-50-46,"ACE C8, 3 µm, 4.6 x 50 mm",ACE C8,C8,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00031,ACE-ACEC8-3-100-21,"ACE C8, 3 µm, 2.1 x 100 mm",ACE C8,C8,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00032,ACE-ACEC8-3-100-46,"ACE C8, 3 µm, 4.6 x 100 mm",ACE C8,C8,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00033,ACE-ACEC8-3-150-21,"ACE C8, 3 µm, 2.1 x 150 mm",ACE C8,C8,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00034,ACE-ACEC8-3-150-46,"ACE C8, 3 µm, 4.6 x 150 mm",ACE C8,C8,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00035,ACE-ACEC8-3-250-46,"ACE C8, 3 µm, 4.6 x 250 mm",ACE C8,C8,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00036,ACE-ACEC8-5-50-21,"ACE C8, 5 µm, 2.1 x 50 mm",ACE C8,C8,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00037,ACE-ACEC8-5-50-46,"ACE C8, 5 µm, 4.6 x 50 mm",ACE C8,C8,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00038,ACE-ACEC8-5-100-21,"ACE C8, 5 µm, 2.1 x 100 mm",ACE C8,C8,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00039,ACE-ACEC8-5-100-46,"ACE C8, 5 µm, 4.6 x 100 mm",ACE C8,C8,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00040,ACE-ACEC8-5-150-21,"ACE C8, 5 µm, 2.1 x 150 mm",ACE C8,C8,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00041,ACE-ACEC8-5-150-46,"ACE C8, 5 µm, 4.6 x 150 mm",ACE C8,C8,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00042,ACE-ACEC8-5-250-46,"ACE C8, 5 µm, 4.6 x 250 mm",ACE C8,C8,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00043,ACE-ACECN-3-50-21,"ACE CN, 3 µm, 2.1 x 50 mm",ACE CN,Cyano,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00044,ACE-ACECN-3-50-46,"ACE CN, 3 µm, 4.6 x 50 mm",ACE CN,Cyano,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00045,ACE-ACECN-3-100-21,"ACE CN, 3 µm, 2.1 x 100 mm",ACE CN,Cyano,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00046,ACE-ACECN-3-100-46,"ACE CN, 3 µm, 4.6 x 100 mm",ACE CN,Cyano,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00047,ACE-ACECN-3-150-21,"ACE CN, 3 µm, 2.1 x 150 mm",ACE CN,Cyano,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00048,ACE-ACECN-3-150-46,"ACE CN, 3 µm, 4.6 x 150 mm",ACE CN,Cyano,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00049,ACE-ACECN-3-250-46,"ACE CN, 3 µm, 4.6 x 250 mm",ACE CN,Cyano,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00050,ACE-ACECN-5-50-21,"ACE CN, 5 µm, 2.1 x 50 mm",ACE CN,Cyano,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00051,ACE-ACECN-5-50-46,"ACE CN, 5 µm, 4.6 x 50 mm",ACE CN,Cyano,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00052,ACE-ACECN-5-100-21,"ACE CN, 5 µm, 2.1 x 100 mm",ACE CN,Cyano,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00053,ACE-ACECN-5-100-46,"ACE CN, 5 µm, 4.6 x 100 mm",ACE CN,Cyano,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00054,ACE-ACECN-5-150-21,"ACE CN, 5 µm, 2.1 x 150 mm",ACE CN,Cyano,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00055,ACE-ACECN-5-150-46,"ACE CN, 5 µm, 4.6 x 150 mm",ACE CN,Cyano,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00056,ACE-ACECN-5-250-46,"ACE CN, 5 µm, 4.6 x 250 mm",ACE CN,Cyano,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Normal Phase
ACE,AACE-00057,ACE-ACEPhenyl-3-50-21,"ACE Phenyl, 3 µm, 2.1 x 50 mm",ACE Phenyl,Phenyl,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00058,ACE-ACEPhenyl-3-50-46,"ACE Phenyl, 3 µm, 4.6 x 50 mm",ACE Phenyl,Phenyl,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00059,ACE-ACEPhenyl-3-100-21,"ACE Phenyl, 3 µm, 2.1 x 100 mm",ACE Phenyl,Phenyl,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00060,ACE-ACEPhenyl-3-100-46,"ACE Phenyl, 3 µm, 4.6 x 100 mm",ACE Phenyl,Phenyl,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00061,ACE-ACEPhenyl-3-150-21,"ACE Phenyl, 3 µm, 2.1 x 150 mm",ACE Phenyl,Phenyl,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00062,ACE-ACEPhenyl-3-150-46,"ACE Phenyl, 3 µm, 4.6 x 150 mm",ACE Phenyl,Phenyl,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00063,ACE-ACEPhenyl-3-250-46,"ACE Phenyl, 3 µm, 4.6 x 250 mm",ACE Phenyl,Phenyl,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00064,ACE-ACEPhenyl-5-50-21,"ACE Phenyl, 5 µm, 2.1 x 50 mm",ACE Phenyl,Phenyl,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00065,ACE-ACEPhenyl-5-50-46,"ACE Phenyl, 5 µm, 4.6 x 50 mm",ACE Phenyl,Phenyl,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00066,ACE-ACEPhenyl-5-100-21,"ACE Phenyl, 5 µm, 2.1 x 100 mm",ACE Phenyl,Phenyl,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00067,ACE-ACEPhenyl-5-100-46,"ACE Phenyl, 5 µm, 4.6 x 100 mm",ACE Phenyl,Phenyl,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00068,ACE-ACEPhenyl-5-150-21,"ACE Phenyl, 5 µm, 2.1 x 150 mm",ACE Phenyl,Phenyl,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00069,ACE-ACEPhenyl-5-150-46,"ACE Phenyl, 5 µm, 4.6 x 150 mm",ACE Phenyl,Phenyl,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00070,ACE-ACEPhenyl-5-250-46,"ACE Phenyl, 5 µm, 4.6 x 250 mm",ACE Phenyl,Phenyl,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00071,ACE-ACEExcelC18-3-50-21,"ACE Excel C18, 3 µm, 2.1 x 50 mm",ACE Excel C18,C18,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00072,ACE-ACEExcelC18-3-50-46,"ACE Excel C18, 3 µm, 4.6 x 50 mm",ACE Excel C18,C18,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00073,ACE-ACEExcelC18-3-100-21,"ACE Excel C18, 3 µm, 2.1 x 100 mm",ACE Excel C18,C18,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00074,ACE-ACEExcelC18-3-100-46,"ACE Excel C18, 3 µm, 4.6 x 100 mm",ACE Excel C18,C18,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00075,ACE-ACEExcelC18-3-150-21,"ACE Excel C18, 3 µm, 2.1 x 150 mm",ACE Excel C18,C18,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00076,ACE-ACEExcelC18-3-150-46,"ACE Excel C18, 3 µm, 4.6 x 150 mm",ACE Excel C18,C18,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00077,ACE-ACEExcelC18-3-250-46,"ACE Excel C18, 3 µm, 4.6 x 250 mm",ACE Excel C18,C18,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00078,ACE-ACEExcelC18-5-50-21,"ACE Excel C18, 5 µm, 2.1 x 50 mm",ACE Excel C18,C18,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00079,ACE-ACEExcelC18-5-50-46,"ACE Excel C18, 5 µm, 4.6 x 50 mm",ACE Excel C18,C18,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00080,ACE-ACEExcelC18-5-100-21,"ACE Excel C18, 5 µm, 2.1 x 100 mm",ACE Excel C18,C18,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00081,ACE-ACEExcelC18-5-100-46,"ACE Excel C18, 5 µm, 4.6 x 100 mm",ACE Excel C18,C18,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00082,ACE-ACEExcelC18-5-150-21,"ACE Excel C18, 5 µm, 2.1 x 150 mm",ACE Excel C18,C18,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00083,ACE-ACEExcelC18-5-150-46,"ACE Excel C18, 5 µm, 4.6 x 150 mm",ACE Excel C18,C18,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00084,ACE-ACEExcelC18-5-250-46,"ACE Excel C18, 5 µm, 4.6 x 250 mm",ACE Excel C18,C18,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00085,ACE-ACEExcelC18PFP-3-50-21,"ACE Excel C18-PFP, 3 µm, 2.1 x 50 mm",ACE Excel C18-PFP,C18-PFP,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00086,ACE-ACEExcelC18PFP-3-50-46,"ACE Excel C18-PFP, 3 µm, 4.6 x 50 mm",ACE Excel C18-PFP,C18-PFP,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00087,ACE-ACEExcelC18PFP-3-100-21,"ACE Excel C18-PFP, 3 µm, 2.1 x 100 mm",ACE Excel C18-PFP,C18-PFP,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00088,ACE-ACEExcelC18PFP-3-100-46,"ACE Excel C18-PFP, 3 µm, 4.6 x 100 mm",ACE Excel C18-PFP,C18-PFP,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00089,ACE-ACEExcelC18PFP-3-150-21,"ACE Excel C18-PFP, 3 µm, 2.1 x 150 mm",ACE Excel C18-PFP,C18-PFP,3.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00090,ACE-ACEExcelC18PFP-3-150-46,"ACE Excel C18-PFP, 3 µm, 4.6 x 150 mm",ACE Excel C18-PFP,C18-PFP,3.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00091,ACE-ACEExcelC18PFP-3-250-46,"ACE Excel C18-PFP, 3 µm, 4.6 x 250 mm",ACE Excel C18-PFP,C18-PFP,3.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00092,ACE-ACEExcelC18PFP-5-50-21,"ACE Excel C18-PFP, 5 µm, 2.1 x 50 mm",ACE Excel C18-PFP,C18-PFP,5.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00093,ACE-ACEExcelC18PFP-5-50-46,"ACE Excel C18-PFP, 5 µm, 4.6 x 50 mm",ACE Excel C18-PFP,C18-PFP,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00094,ACE-ACEExcelC18PFP-5-100-21,"ACE Excel C18-PFP, 5 µm, 2.1 x 100 mm",ACE Excel C18-PFP,C18-PFP,5.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00095,ACE-ACEExcelC18PFP-5-100-46,"ACE Excel C18-PFP, 5 µm, 4.6 x 100 mm",ACE Excel C18-PFP,C18-PFP,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00096,ACE-ACEExcelC18PFP-5-150-21,"ACE Excel C18-PFP, 5 µm, 2.1 x 150 mm",ACE Excel C18-PFP,C18-PFP,5.0,150,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00097,ACE-ACEExcelC18PFP-5-150-46,"ACE Excel C18-PFP, 5 µm, 4.6 x 150 mm",ACE Excel C18-PFP,C18-PFP,5.0,150,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00098,ACE-ACEExcelC18PFP-5-250-46,"ACE Excel C18-PFP, 5 µm, 4.6 x 250 mm",ACE Excel C18-PFP,C18-PFP,5.0,250,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
Shimadzu,SHIM-00001,SHIM-000001,"Shim-pack GIST C18, 2.2 µm, 2.0 x 50 mm",Shim-pack GIST C18,C18,2.2,50,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00002,SHIM-000002,"Shim-pack GIST C18, 2.2 µm, 2.0 x 100 mm",Shim-pack GIST C18,C18,2.2,100,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00003,SHIM-000003,"Shim-pack GIST C18, 2.2 µm, 2.0 x 150 mm",Shim-pack GIST C18,C18,2.2,150,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00004,SHIM-000004,"Shim-pack GIST C18, 3 µm, 2.1 x 50 mm",Shim-pack GIST C18,C18,3.0,50,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00005,SHIM-000005,"Shim-pack GIST C18, 3 µm, 2.1 x 100 mm",Shim-pack GIST C18,C18,3.0,100,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00006,SHIM-000006,"Shim-pack GIST C18, 3 µm, 2.1 x 150 mm",Shim-pack GIST C18,C18,3.0,150,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00007,SHIM-000007,"Shim-pack GIST C18, 3 µm, 4.6 x 250 mm",Shim-pack GIST C18,C18,3.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00008,SHIM-000008,"Shim-pack GIST C18, 5 µm, 4.6 x 150 mm",Shim-pack GIST C18,C18,5.0,150,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00009,SHIM-000009,"Shim-pack GIST C18, 5 µm, 4.6 x 250 mm",Shim-pack GIST C18,C18,5.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00010,SHIM-000010,"Shim-pack GIST C18-AQ, 2.2 µm, 2.0 x 50 mm",Shim-pack GIST C18-AQ,C18,2.2,50,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00011,SHIM-000011,"Shim-pack GIST C18-AQ, 2.2 µm, 2.0 x 100 mm",Shim-pack GIST C18-AQ,C18,2.2,100,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00012,SHIM-000012,"Shim-pack GIST C18-AQ, 2.2 µm, 2.0 x 150 mm",Shim-pack GIST C18-AQ,C18,2.2,150,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00013,SHIM-000013,"Shim-pack GIST C18-AQ, 3 µm, 2.1 x 50 mm",Shim-pack GIST C18-AQ,C18,3.0,50,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00014,SHIM-000014,"Shim-pack GIST C18-AQ, 3 µm, 2.1 x 100 mm",Shim-pack GIST C18-AQ,C18,3.0,100,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00015,SHIM-000015,"Shim-pack GIST C18-AQ, 3 µm, 2.1 x 150 mm",Shim-pack GIST C18-AQ,C18,3.0,150,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00016,SHIM-000016,"Shim-pack GIST C18-AQ, 3 µm, 4.6 x 250 mm",Shim-pack GIST C18-AQ,C18,3.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00017,SHIM-000017,"Shim-pack GIST C18-AQ, 5 µm, 4.6 x 150 mm",Shim-pack GIST C18-AQ,C18,5.0,150,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00018,SHIM-000018,"Shim-pack GIST C18-AQ, 5 µm, 4.6 x 250 mm",Shim-pack GIST C18-AQ,C18,5.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00019,SHIM-000019,"Shim-pack GIST C8, 2.2 µm, 2.0 x 50 mm",Shim-pack GIST C8,C8,2.2,50,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00020,SHIM-000020,"Shim-pack GIST C8, 2.2 µm, 2.0 x 100 mm",Shim-pack GIST C8,C8,2.2,100,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00021,SHIM-000021,"Shim-pack GIST C8, 2.2 µm, 2.0 x 150 mm",Shim-pack GIST C8,C8,2.2,150,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00022,SHIM-000022,"Shim-pack GIST C8, 3 µm, 2.1 x 50 mm",Shim-pack GIST C8,C8,3.0,50,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00023,SHIM-000023,"Shim-pack GIST C8, 3 µm, 2.1 x 100 mm",Shim-pack GIST C8,C8,3.0,100,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00024,SHIM-000024,"Shim-pack GIST C8, 3 µm, 2.1 x 150 mm",Shim-pack GIST C8,C8,3.0,150,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00025,SHIM-000025,"Shim-pack GIST C8, 3 µm, 4.6 x 250 mm",Shim-pack GIST C8,C8,3.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00026,SHIM-000026,"Shim-pack GIST C8, 5 µm, 4.6 x 150 mm",Shim-pack GIST C8,C8,5.0,150,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00027,SHIM-000027,"Shim-pack GIST C8, 5 µm, 4.6 x 250 mm",Shim-pack GIST C8,C8,5.0,250,4.6,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00028,SHIM-000028,"Shim-pack GIST Phenyl, 2.2 µm, 2.0 x 50 mm",Shim-pack GIST Phenyl,Phenyl,2.2,50,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00029,SHIM-000029,"Shim-pack GIST Phenyl, 2.2 µm, 2.0 x 100 mm",Shim-pack GIST Phenyl,Phenyl,2.2,100,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00030,SHIM-000030,"Shim-pack GIST Phenyl, 2.2 µm, 2.0 x 150 mm",Shim-pack GIST Phenyl,Phenyl,2.2,150,2.0,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00031,SHIM-000031,"Shim-pack GIST Phenyl, 3 µm, 2.1 x 50 mm",Shim-pack GIST Phenyl,Phenyl,3.0,50,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
Shimadzu,SHIM-00032,SHIM-000032,"Shim-pack GIST Phenyl, 3 µm, 2.1 x 100 mm",Shim-pack GIST Phenyl,Phenyl,3.0,100,2.1,120.0,HPLC Column,,active,,,,,,,,,,,,
